store,name,sales,price
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4G+64G+一年碎屏险,3,899.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4G+64G+一年碎屏险,2,899.00
OPPO手机乐良专卖店,OPPOK5#超值套装,15,2599.00
OPPO手机乐良专卖店,OPPOK5#超值套装,18,2599.00
OPPO手机乐良专卖店,OPPOK5#超值套装,23,2099.00
OPPO手机乐良专卖店,OPPOK5#全网通,287,1799.00
OPPO手机乐良专卖店,OPPOK5#全网通,580,1999.00
OPPO手机乐良专卖店,OPPOK5#全网通,774,1799.00
OPPO手机乐良专卖店,OPPOK5#全网通,1577,1799.00
OPPO手机乐良专卖店,OPPOK5#全网通,955,1999.00
小米京东自营旗舰店,小米红米K20pro#8GB+256GB,7853,2399.00
小米京东自营旗舰店,小米Redmi K20 Pro#8GB+256GB,86281,2399.00
小米京东自营旗舰店,小米Redmi K20 Pro#8GB+128GB,39360,2499.00
小米京东自营旗舰店,小米Redmi K20 Pro#8GB+128GB,46195,2499.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4+64G（12期免息专享）,0,1099.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4+64G（12期免息专享）,0,1099.00
疆界互联旗舰店,华为（HUAWEI）荣耀play3#4+64G（12期免息专享）,0,899.00
疆界互联旗舰店,小米cc9e手机 深空灰（暗夜王子） 6G+128G 全网通#6G+128G 全网通,366,1158.00
